entry_id,lipid_system,lipid_components,composition,property,value,unit,uncertainty,temperature_C,phase,hydration,type,method,force_field,source_doi,source_citation,source_locator,extraction_confidence,notes,date_added
1604,POPC,POPC,single,area_per_lipid,57.78,A^2,0.008,25.0,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.30894,NMRlipidsDatabank_ID355,NMRlipids BilayerData sim ID 355,high,NMRlipids Databank; FF_raw='Ulmschneider'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1605,POPC,POPC,single,thickness_DB,45.74,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.30894,NMRlipidsDatabank_ID355,NMRlipids BilayerData sim ID 355,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Ulmschneider'. Def: total-density-based head-head thickness.",2026-07-01
1606,POPC,POPC,single,order_param_SCD_plateau,0.2869,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.30894,NMRlipidsDatabank_ID355,NMRlipids BilayerData sim ID 355,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Ulmschneider'.",2026-07-01
1607,POPC,POPC,single,order_param_SCD_plateau,0.2254,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.30894,NMRlipidsDatabank_ID355,NMRlipids BilayerData sim ID 355,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Ulmschneider'.",2026-07-01
1608,POPC,POPC,single,area_per_lipid,60.25,A^2,0.004,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.8299506,NMRlipidsDatabank_ID761,NMRlipids BilayerData sim ID 761,high,NMRlipids Databank; FF_raw='OpenFF'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1609,POPC,POPC,single,thickness_DB,43.48,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.8299506,NMRlipidsDatabank_ID761,NMRlipids BilayerData sim ID 761,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='OpenFF'. Def: total-density-based head-head thickness.",2026-07-01
1610,POPC,POPC,single,order_param_SCD_plateau,0.234,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.8299506,NMRlipidsDatabank_ID761,NMRlipids BilayerData sim ID 761,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C5_M); component=POPC; FF_raw='OpenFF'.",2026-07-01
1611,POPC,POPC,single,order_param_SCD_plateau,0.177,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.8299506,NMRlipidsDatabank_ID761,NMRlipids BilayerData sim ID 761,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=POPC; FF_raw='OpenFF'.",2026-07-01
1612,POPC,POPC,single,area_per_lipid,60.45,A^2,0.012,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.259376,NMRlipidsDatabank_ID83,NMRlipids BilayerData sim ID 83,high,NMRlipids Databank; FF_raw='CHARMM36 with incorrect multiplicity in dihedrals and ECC ions'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1613,POPC,POPC,single,thickness_DB,45.53,A,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.259376,NMRlipidsDatabank_ID83,NMRlipids BilayerData sim ID 83,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36 with incorrect multiplicity in dihedrals and ECC ions'. Def: total-density-based head-head thickness.",2026-07-01
1614,POPC,POPC,single,order_param_SCD_plateau,0.2378,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.259376,NMRlipidsDatabank_ID83,NMRlipids BilayerData sim ID 83,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C8_M); component=POPC; FF_raw='CHARMM36 with incorrect multiplicity in dihedrals and ECC ions'.",2026-07-01
1615,POPC,POPC,single,order_param_SCD_plateau,0.2246,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.259376,NMRlipidsDatabank_ID83,NMRlipids BilayerData sim ID 83,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='CHARMM36 with incorrect multiplicity in dihedrals and ECC ions'.",2026-07-01
1616,POPC,POPC,single,area_per_lipid,61.15,A^2,0.017,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.4750862,NMRlipidsDatabank_ID544,NMRlipids BilayerData sim ID 544,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1617,POPC,POPC,single,thickness_DB,44.14,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.4750862,NMRlipidsDatabank_ID544,NMRlipids BilayerData sim ID 544,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1618,POPC,POPC,single,order_param_SCD_plateau,0.2376,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.4750862,NMRlipidsDatabank_ID544,NMRlipids BilayerData sim ID 544,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1619,POPC,POPC,single,order_param_SCD_plateau,0.2344,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.4750862,NMRlipidsDatabank_ID544,NMRlipids BilayerData sim ID 544,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1620,SDPE:DOG:CHOL (37:6:21),SDPE:DOG:CHOL,37:6:21,area_per_lipid,47.67,A^2,0.004,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823118,NMRlipidsDatabank_ID721,NMRlipids BilayerData sim ID 721,high,NMRlipids Databank; FF_raw='Lipid17'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1621,SDPE:DOG:CHOL (37:6:21),SDPE:DOG:CHOL,37:6:21,thickness_DB,45.67,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823118,NMRlipidsDatabank_ID721,NMRlipids BilayerData sim ID 721,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid17'. Def: total-density-based head-head thickness.",2026-07-01
1622,SDPE:DOG:CHOL (37:6:21),SDPE,37:6:21,order_param_SCD_plateau,0.3395,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823118,NMRlipidsDatabank_ID721,NMRlipids BilayerData sim ID 721,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=SDPE; FF_raw='Lipid17'.",2026-07-01
1623,SDPE:DOG:CHOL (37:6:21),SDPE,37:6:21,order_param_SCD_plateau,0.1529,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823118,NMRlipidsDatabank_ID721,NMRlipids BilayerData sim ID 721,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=SDPE; FF_raw='Lipid17'.",2026-07-01
1624,SDPE:DOG:CHOL (37:6:21),DOG,37:6:21,order_param_SCD_plateau,0.2873,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823118,NMRlipidsDatabank_ID721,NMRlipids BilayerData sim ID 721,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C6_M); component=DOG; FF_raw='Lipid17'.",2026-07-01
1625,SDPE:DOG:CHOL (37:6:21),DOG,37:6:21,order_param_SCD_plateau,0.2873,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823118,NMRlipidsDatabank_ID721,NMRlipids BilayerData sim ID 721,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOG; FF_raw='Lipid17'.",2026-07-01
1626,DOPC,DOPC,single,area_per_lipid,69.96,A^2,0.024,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604681,NMRlipidsDatabank_ID742,NMRlipids BilayerData sim ID 742,high,NMRlipids Databank; FF_raw='AMOEBA'; time-averaged APL (total area/lipids). software=openMM.,2026-07-01
1627,DOPC,DOPC,single,thickness_DB,38.91,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604681,NMRlipidsDatabank_ID742,NMRlipids BilayerData sim ID 742,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='AMOEBA'. Def: total-density-based head-head thickness.",2026-07-01
1628,DOPC,DOPC,single,order_param_SCD_plateau,0.1443,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604681,NMRlipidsDatabank_ID742,NMRlipids BilayerData sim ID 742,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C6_M); component=DOPC; FF_raw='AMOEBA'.",2026-07-01
1629,DOPC,DOPC,single,order_param_SCD_plateau,0.1456,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604681,NMRlipidsDatabank_ID742,NMRlipids BilayerData sim ID 742,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=DOPC; FF_raw='AMOEBA'.",2026-07-01
1630,POPC,POPC,single,area_per_lipid,61.5,A^2,0.004,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM-Drude,10.5281/zenodo.7596011,NMRlipidsDatabank_ID745,NMRlipids BilayerData sim ID 745,high,NMRlipids Databank; FF_raw='Charmm-Drude polarizable; system has been equilibriated using Charmm36'; time-averaged APL (total area/lipids). software=openMM.,2026-07-01
1631,POPC,POPC,single,thickness_DB,42.58,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM-Drude,10.5281/zenodo.7596011,NMRlipidsDatabank_ID745,NMRlipids BilayerData sim ID 745,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Charmm-Drude polarizable; system has been equilibriated using Charmm36'. Def: total-density-based head-head thickness.",2026-07-01
1632,POPC,POPC,single,order_param_SCD_plateau,0.2489,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM-Drude,10.5281/zenodo.7596011,NMRlipidsDatabank_ID745,NMRlipids BilayerData sim ID 745,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Charmm-Drude polarizable; system has been equilibriated using Charmm36'.",2026-07-01
1633,POPC,POPC,single,order_param_SCD_plateau,0.1846,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM-Drude,10.5281/zenodo.7596011,NMRlipidsDatabank_ID745,NMRlipids BilayerData sim ID 745,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Charmm-Drude polarizable; system has been equilibriated using Charmm36'.",2026-07-01
1634,POPC,POPC,single,area_per_lipid,61.19,A^2,0.012,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.35074,NMRlipidsDatabank_ID84,NMRlipids BilayerData sim ID 84,high,NMRlipids Databank; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1635,POPC,POPC,single,thickness_DB,42.83,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.35074,NMRlipidsDatabank_ID84,NMRlipids BilayerData sim ID 84,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'. Def: total-density-based head-head thickness.",2026-07-01
1636,POPC,POPC,single,order_param_SCD_plateau,0.2332,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.35074,NMRlipidsDatabank_ID84,NMRlipids BilayerData sim ID 84,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'.",2026-07-01
1637,POPC,POPC,single,order_param_SCD_plateau,0.2332,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.35074,NMRlipidsDatabank_ID84,NMRlipids BilayerData sim ID 84,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C7_M); component=POPC; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'.",2026-07-01
1638,POPS:POPC (1:10),POPS:POPC,1:10,area_per_lipid,62.92,A^2,0.008,24.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1488094,NMRlipidsDatabank_ID228,NMRlipids BilayerData sim ID 228,high,"NMRlipids Databank; FF_raw='ECC-lipids, SPC water model, ECC-ions'; time-averaged APL (total area/lipids). software=gromacs.",2026-07-01
1639,POPS:POPC (1:10),POPS:POPC,1:10,thickness_DB,41.78,A,,24.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1488094,NMRlipidsDatabank_ID228,NMRlipids BilayerData sim ID 228,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='ECC-lipids, SPC water model, ECC-ions'. Def: total-density-based head-head thickness.",2026-07-01
1640,POPS:POPC (1:10),POPS,1:10,order_param_SCD_plateau,0.23,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1488094,NMRlipidsDatabank_ID228,NMRlipids BilayerData sim ID 228,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPS; FF_raw='ECC-lipids, SPC water model, ECC-ions'.",2026-07-01
1641,POPS:POPC (1:10),POPS,1:10,order_param_SCD_plateau,0.1844,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1488094,NMRlipidsDatabank_ID228,NMRlipids BilayerData sim ID 228,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPS; FF_raw='ECC-lipids, SPC water model, ECC-ions'.",2026-07-01
1642,POPS:POPC (1:10),POPC,1:10,order_param_SCD_plateau,0.2334,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1488094,NMRlipidsDatabank_ID228,NMRlipids BilayerData sim ID 228,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='ECC-lipids, SPC water model, ECC-ions'.",2026-07-01
1643,POPS:POPC (1:10),POPC,1:10,order_param_SCD_plateau,0.1782,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1488094,NMRlipidsDatabank_ID228,NMRlipids BilayerData sim ID 228,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='ECC-lipids, SPC water model, ECC-ions'.",2026-07-01
1644,DPPC,DPPC,single,area_per_lipid,60.53,A^2,0.026,51.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID171,NMRlipids BilayerData sim ID 171,high,"NMRlipids Databank; FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'; time-averaged APL (total area/lipids). software=gromacs.",2026-07-01
1645,DPPC,DPPC,single,thickness_DB,43.51,A,,51.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID171,NMRlipids BilayerData sim ID 171,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'. Def: total-density-based head-head thickness.",2026-07-01
1646,DPPC,DPPC,single,order_param_SCD_plateau,0.2381,dimensionless,,51.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID171,NMRlipids BilayerData sim ID 171,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DPPC; FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'.",2026-07-01
1647,DPPC,DPPC,single,order_param_SCD_plateau,0.239,dimensionless,,51.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID171,NMRlipids BilayerData sim ID 171,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DPPC; FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'.",2026-07-01
1648,POPE,POPE,single,area_per_lipid,66.93,A^2,0.009,36.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7602924,NMRlipidsDatabank_ID730,NMRlipids BilayerData sim ID 730,high,NMRlipids Databank; FF_raw='AMOEBA'; time-averaged APL (total area/lipids). software=openMM.,2026-07-01
1649,POPE,POPE,single,thickness_DB,37.7,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7602924,NMRlipidsDatabank_ID730,NMRlipids BilayerData sim ID 730,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='AMOEBA'. Def: total-density-based head-head thickness.",2026-07-01
1650,POPE,POPE,single,order_param_SCD_plateau,0.1666,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7602924,NMRlipidsDatabank_ID730,NMRlipids BilayerData sim ID 730,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C6_M); component=POPE; FF_raw='AMOEBA'.",2026-07-01
1651,POPE,POPE,single,order_param_SCD_plateau,0.1654,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7602924,NMRlipidsDatabank_ID730,NMRlipids BilayerData sim ID 730,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=POPE; FF_raw='AMOEBA'.",2026-07-01
1652,POPE,POPE,single,area_per_lipid,54.62,A^2,0.003,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.4424292,NMRlipidsDatabank_ID195,NMRlipids BilayerData sim ID 195,high,NMRlipids Databank; FF_raw='Lipid17'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1653,POPE,POPE,single,thickness_DB,45.48,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.4424292,NMRlipidsDatabank_ID195,NMRlipids BilayerData sim ID 195,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid17'. Def: total-density-based head-head thickness.",2026-07-01
1654,POPE,POPE,single,order_param_SCD_plateau,0.2914,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.4424292,NMRlipidsDatabank_ID195,NMRlipids BilayerData sim ID 195,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPE; FF_raw='Lipid17'.",2026-07-01
1655,POPE,POPE,single,order_param_SCD_plateau,0.2612,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.4424292,NMRlipidsDatabank_ID195,NMRlipids BilayerData sim ID 195,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPE; FF_raw='Lipid17'.",2026-07-01
1656,POPC,POPC,single,area_per_lipid,64.65,A^2,0.016,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3434396,NMRlipidsDatabank_ID33,NMRlipids BilayerData sim ID 33,high,NMRlipids Databank; FF_raw='CHARMM36 NBFIX Kim'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1657,POPC,POPC,single,thickness_DB,42.22,A,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3434396,NMRlipidsDatabank_ID33,NMRlipids BilayerData sim ID 33,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36 NBFIX Kim'. Def: total-density-based head-head thickness.",2026-07-01
1658,POPC,POPC,single,order_param_SCD_plateau,0.2199,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3434396,NMRlipidsDatabank_ID33,NMRlipids BilayerData sim ID 33,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='CHARMM36 NBFIX Kim'.",2026-07-01
1659,POPC,POPC,single,order_param_SCD_plateau,0.2066,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3434396,NMRlipidsDatabank_ID33,NMRlipids BilayerData sim ID 33,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36 NBFIX Kim'.",2026-07-01
1660,SDPE:SDG:CHOL (37:6:21),SDPE:SDG:CHOL,37:6:21,area_per_lipid,47.52,A^2,0.004,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823140,NMRlipidsDatabank_ID720,NMRlipids BilayerData sim ID 720,high,NMRlipids Databank; FF_raw='Lipid17'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1661,SDPE:SDG:CHOL (37:6:21),SDPE:SDG:CHOL,37:6:21,thickness_DB,45.94,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823140,NMRlipidsDatabank_ID720,NMRlipids BilayerData sim ID 720,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid17'. Def: total-density-based head-head thickness.",2026-07-01
1662,SDPE:SDG:CHOL (37:6:21),SDPE,37:6:21,order_param_SCD_plateau,0.3431,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823140,NMRlipidsDatabank_ID720,NMRlipids BilayerData sim ID 720,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=SDPE; FF_raw='Lipid17'.",2026-07-01
1663,SDPE:SDG:CHOL (37:6:21),SDPE,37:6:21,order_param_SCD_plateau,0.1514,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6823140,NMRlipidsDatabank_ID720,NMRlipids BilayerData sim ID 720,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=SDPE; FF_raw='Lipid17'.",2026-07-01
1664,CHOL:DAPC (7:65),CHOL:DAPC,7:65,area_per_lipid,69.34,A^2,0.009,24.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID135,NMRlipids BilayerData sim ID 135,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1665,CHOL:DAPC (7:65),CHOL:DAPC,7:65,thickness_DB,39.03,A,,24.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID135,NMRlipids BilayerData sim ID 135,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1666,CHOL:DAPC (7:65),DAPC,7:65,order_param_SCD_plateau,0.1607,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID135,NMRlipids BilayerData sim ID 135,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DAPC; FF_raw='CHARMM36'.",2026-07-01
1667,CHOL:DAPC (7:65),DAPC,7:65,order_param_SCD_plateau,0.1201,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID135,NMRlipids BilayerData sim ID 135,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C4_M); component=DAPC; FF_raw='CHARMM36'.",2026-07-01
1668,CHOL:POPC (1:4),CHOL:POPC,1:4,area_per_lipid,50.7,A^2,0.01,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID440,NMRlipids BilayerData sim ID 440,high,NMRlipids Databank; FF_raw='Slipids with ECC-scaled ions (Kohagen)'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1669,CHOL:POPC (1:4),CHOL:POPC,1:4,thickness_DB,46.67,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID440,NMRlipids BilayerData sim ID 440,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids with ECC-scaled ions (Kohagen)'. Def: total-density-based head-head thickness.",2026-07-01
1670,CHOL:POPC (1:4),POPC,1:4,order_param_SCD_plateau,0.2984,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID440,NMRlipids BilayerData sim ID 440,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='Slipids with ECC-scaled ions (Kohagen)'.",2026-07-01
1671,CHOL:POPC (1:4),POPC,1:4,order_param_SCD_plateau,0.2604,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID440,NMRlipids BilayerData sim ID 440,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Slipids with ECC-scaled ions (Kohagen)'.",2026-07-01
1672,POPE,POPE,single,area_per_lipid,59.02,A^2,0.007,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.2578069,NMRlipidsDatabank_ID561,NMRlipids BilayerData sim ID 561,high,NMRlipids Databank; FF_raw='Slipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
